filename,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Person14,0.029617101,0.013573592,0.09589089,0.004802123,0.0025897305,0.037740592,0.026772056,0.019983046,0.033741295,0.02568661,0.040354315,0.12874883,0.018627698,0.091371596,0.03610177,0.0133810695,0.074353784,0.007123682,0.0,0.060088415,0.00910406,0.12836929,0.008408831,0.007161597,0.18235184,0.07737281,0.014267955,0.02984787,0.0,0.08065867,0.08313102,0.037223417,0.10544035,0.040537145,0.032385834,0.020890016,0.021616627,0.11494229,0.010580933,0.002011854,0.01731666,0.00010286656,0.013084671,0.10464405,0.12169115,0.0066809487,0.052911352,0.05131797,0.08908645,0.001255849,0.042289745,0.12115524,0.12042376,0.036793992,0.11338973,0.013025893,0.07672176,0.088049546,9.811195e-07,0.08957336,0.010683296,0.013422531,0.04897871,0.062986314,0.06424213,0.0016352023,0.03051602,0.01562932,0.015529611,0.025867663,0.04000692,0.01598695,0.03806398,0.08224014,0.020839296,0.07329549,0.019568909,0.14966686,0.06344754,0.024002887,0.011701853,0.060345873,0.021827513,0.017488308,0.0066074766,0.07117837,0.0071032485,0.01588198,0.015901519,0.034557678,0.13097367,0.12589616,0.076537594,0.036892064,0.10431454,0.00017047615,0.061463926,0.08581226,0.042721868,0.019428246,0.010655598,0.018275207,0.027060855,0.04912667,0.099148735,0.09934903,0.14029041,0.009199451,0.07206307,0.07850083,0.055887673,0.13306637,0.08276555,0.057651043,0.14609078,0.065624125,0.12827477,0.0044048666,0.0,0.021791494,0.07233365,0.008582541,0.1663617,0.00956022,0.02218495,0.005660181,0.05432694,0.017597763
Person21,0.024914207,0.01925695,0.11812352,0.0004974716,0.0006715737,0.051510002,0.025859805,0.0048979754,0.037472583,0.016740365,0.03992196,0.16119258,0.0009492153,0.10662306,0.040272485,0.0002391862,0.08232948,0.00050353026,0.0029554474,0.058330234,0.023170501,0.1477784,0.0,0.0012265432,0.20728604,0.08296907,0.0037338824,0.042049132,0.010170295,0.07454781,0.0874287,0.05907949,0.124618046,0.047639508,0.026154531,0.020366218,0.005139878,0.13502659,0.0036622311,0.01193461,0.00328902,0.002575998,0.00074088696,0.11680126,0.13519587,0.0047942684,0.049184736,0.055563338,0.10001556,0.008289373,0.048292026,0.14723882,0.13553038,0.041624546,0.12974791,0.0013432365,0.08220411,0.09655175,0.00014231219,0.10420814,0.0018662988,0.031250745,0.058350526,0.07258868,0.07536749,0.0017487078,0.03998483,0.0037327951,0.03147392,0.026338495,0.032524507,0.007677029,0.029368013,0.09582874,0.008970181,0.07921446,0.0046374784,0.17485255,0.07083707,0.019422172,9.501239e-05,0.049081463,0.0009784317,0.010367372,0.013873071,0.089134395,0.016018827,0.0056279367,0.0012859807,0.04298389,0.14597645,0.14303005,0.088375576,0.04129005,0.12312615,0.00095160963,0.052938946,0.10085659,0.044956636,0.01737353,0.0009843814,0.026394257,0.0078647,0.07595221,0.11927553,0.12897313,0.16847102,0.00027720552,0.08630233,0.0979539,0.05563642,0.15266603,0.0904879,0.07068675,0.16669348,0.0808208,0.14324968,0.0023023013,0.0,0.0119713815,0.08101571,8.913485e-05,0.17961946,0.00080512266,0.009088687,4.8449612e-05,0.060236853,0.010798812
Person39,0.036241997,0.022221249,0.13317245,0.002149986,0.0028358283,0.062846005,0.024282651,0.0070931264,0.043091677,0.019259248,0.037345424,0.18610048,0.00084700173,0.121530466,0.043849584,5.2551382e-05,0.09142141,0.001006964,0.0059744567,0.057201594,0.029852241,0.15428555,0.0,0.001912748,0.22412533,0.08372157,0.0043915883,0.052960765,0.023419103,0.07544534,0.08740865,0.07668918,0.14582692,0.052809753,0.022201886,0.029329648,0.006146945,0.14605434,0.004189102,0.019295838,0.0031306425,0.008193466,0.002389251,0.12314827,0.14910509,0.0043913918,0.049218174,0.05909186,0.10291681,0.009748363,0.057886075,0.16064137,0.14910407,0.046474908,0.1311465,0.003074,0.08934439,0.1071321,9.115586e-05,0.1110386,0.0022874088,0.034422707,0.06643638,0.07871451,0.09405062,0.0021018928,0.041680753,0.0034098462,0.05025687,0.03772382,0.02933344,0.0070581716,0.022751274,0.10590862,0.009958266,0.09094071,0.005910934,0.19405746,0.07693295,0.01802084,4.977772e-05,0.046368815,0.0018854315,0.012033109,0.021187881,0.09938402,0.019242834,0.008684483,0.0007738099,0.048295047,0.16107227,0.15223396,0.098979846,0.042790648,0.14484993,0.0018393669,0.055974092,0.10993588,0.04590956,0.014857968,0.0023171476,0.035695747,0.011313593,0.096043006,0.13290071,0.14320856,0.19596681,7.902928e-05,0.08630577,0.105711795,0.06380546,0.16005222,0.10222046,0.080165625,0.17548048,0.089652196,0.1506656,0.0023826538,0.0,0.010395041,0.085381836,6.954023e-05,0.18852451,0.0009483582,0.007202539,0.0,0.066806495,0.012424802
Person18_14,0.010914091,0.01737167,0.13825613,0.0008391581,0.0008168474,0.061584737,0.028765889,0.0013163817,0.048456095,0.013544227,0.0445018,0.18631554,2.2552103e-05,0.13118576,0.049864314,0.0,0.09955789,0.0006768662,0.0026862596,0.06456065,0.019487783,0.17912552,0.0,0.00065475726,0.24337184,0.08968562,0.0008357135,0.039079003,0.009269902,0.09326027,0.10336206,0.06416245,0.15304947,0.057290092,0.03258925,0.029154867,0.0022221846,0.15786543,0.0026962354,0.008684022,0.0011708366,0.0030411829,0.0009615056,0.13739312,0.15651388,0.0029673663,0.059197415,0.061593443,0.11124432,0.0042366525,0.048250504,0.17016806,0.16197827,0.05318187,0.14925586,0.0004478206,0.099150404,0.11359704,0.00030842892,0.12315318,0.0005391151,0.015679892,0.07331335,0.08220954,0.091021605,0.0034562894,0.0440771,0.0004910156,0.02138157,0.015090996,0.041946404,0.004378197,0.024399215,0.11164496,0.0042133597,0.10503495,0.0008682221,0.20763938,0.0831604,0.02361686,5.5224788e-05,0.06256078,0.00012650265,0.003082374,0.01521165,0.10998694,0.016712356,0.0029030994,0.00031618236,0.05084758,0.17380011,0.16721913,0.10037105,0.044607718,0.1525316,0.00032245766,0.071869075,0.116460815,0.056659017,0.018620092,0.0004683433,0.020339144,0.0019200154,0.084148906,0.13772921,0.14600073,0.21018596,3.2150703e-05,0.09804496,0.114460126,0.07242429,0.16656142,0.10769774,0.08530853,0.1928629,0.097416535,0.17662983,0.0014846125,0.0,0.009356016,0.08959316,3.7871807e-05,0.20696239,0.0003468972,0.0037311828,0.0,0.06291649,0.0033674992
Person48,0.009397606,0.018791761,0.15678823,0.0009211757,7.06341e-05,0.072500885,0.029893236,0.0016420814,0.04650419,0.013637115,0.044877216,0.20989217,0.0,0.1496211,0.050754182,0.0,0.1072,0.0003902477,0.00428575,0.06493701,0.0335202,0.19745879,0.0,0.0011518715,0.260091,0.09066461,0.0006918737,0.045804802,0.020472234,0.08970078,0.11365602,0.08107526,0.15854757,0.06373978,0.03251812,0.03253693,0.0024625396,0.17102729,0.0024447958,0.017852234,0.0012976705,0.0029940393,0.0007892991,0.14414975,0.16589367,0.0019803778,0.0631682,0.06409517,0.11260775,0.012157689,0.054365844,0.18948342,0.17822145,0.057761736,0.15755959,0.0004964256,0.10683461,0.1260958,3.6185935e-05,0.13169749,0.0012007373,0.016412538,0.08137927,0.08781375,0.09784939,0.006328572,0.049103793,0.0017295673,0.032071806,0.018901082,0.036544144,0.0054476485,0.02159655,0.1204433,0.00394889,0.105285175,0.0012231795,0.22751196,0.09080989,0.022694452,4.644312e-06,0.06284436,0.00015253657,0.0040672547,0.017380038,0.117884025,0.025732897,0.0037047556,0.00023634113,0.05677542,0.18098803,0.17873062,0.10527248,0.046051193,0.171458,0.0019382819,0.06288588,0.12664789,0.05733155,0.016667487,0.0002683165,0.026381401,0.0016736285,0.09392553,0.151119,0.16243525,0.22295545,8.324213e-05,0.110458605,0.12830766,0.07119756,0.17485826,0.104978494,0.094554946,0.21046479,0.11164385,0.19086406,0.0034321107,0.0,0.009119819,0.09305408,0.0,0.2111998,0.00021030538,0.0031250012,0.0,0.06745006,0.0017108362
Person28,0.029267918,0.0198578,0.11177821,0.0011146704,0.0018035518,0.048448946,0.023090672,0.0055139707,0.03649372,0.017762957,0.03761139,0.16013324,0.0014422507,0.10105554,0.03823732,9.705628e-05,0.07928296,0.0016649484,0.0033722343,0.057370152,0.0200245,0.13632032,0.0,0.002741271,0.19932629,0.08115673,0.0052283886,0.04468536,0.011061248,0.0727402,0.08206197,0.058882885,0.12097224,0.045871157,0.025321653,0.024641458,0.007446644,0.12807934,0.0051491507,0.012813642,0.0053961133,0.0034713624,0.0022759908,0.11074884,0.1319077,0.0051789847,0.045357417,0.054409973,0.098605886,0.0059506227,0.048921518,0.13842139,0.1253087,0.038584817,0.12331992,0.002116584,0.077362485,0.09440048,0.00014489028,0.09730597,0.0028476322,0.033822715,0.052869514,0.070634894,0.07497967,0.0014286449,0.037435133,0.0053542433,0.0357928,0.03148989,0.029221404,0.00876674,0.02907956,0.091952555,0.010614198,0.077548146,0.0063746558,0.1680749,0.06866728,0.01823128,0.00025260748,0.047944702,0.002580026,0.011661883,0.013574915,0.08758222,0.015358787,0.0073730983,0.0029678803,0.04184083,0.14147393,0.1380961,0.08704035,0.040080268,0.117408894,0.0015305908,0.04886378,0.09501413,0.04287991,0.016334299,0.0036612744,0.029921839,0.010232943,0.07616676,0.116026975,0.12584265,0.15881269,0.0010877267,0.08080717,0.091000125,0.053625055,0.15203506,0.089998454,0.06738775,0.15853262,0.078152806,0.13339461,0.001987509,0.0,0.012462038,0.07884656,8.260296e-05,0.17434311,0.0013903031,0.0105679715,4.561543e-05,0.061273526,0.012581283
Person34,0.3068095,0.022886094,0.031209897,0.19905601,0.02615006,0.0041106315,0.015216926,0.34793672,0.004138401,0.32637393,0.017000226,0.029781211,0.37803823,0.021082165,0.0046503055,0.3109261,0.020273201,0.11351919,0.0,0.033098035,0.0019395074,0.026346968,0.28691134,0.110449694,0.050483055,0.031166783,0.3055754,0.03210703,0.0,0.026974102,0.037851628,0.013936694,0.012126898,0.013175373,0.019024342,0.009748809,0.31747612,0.021965737,0.12743807,0.001921853,0.25848895,0.00015869722,0.34950954,0.023411091,0.036792506,0.041464258,0.021199873,0.023469925,0.036614645,0.0011247694,0.045693085,0.03800715,0.03325549,0.010764039,0.02425261,0.3002757,0.026283788,0.036966696,0.0024215258,0.0146877235,0.20929533,0.07398199,0.010469266,0.014201101,0.01844914,0.0009862962,0.0045433724,0.36538738,0.25758114,0.2329827,0.02324678,0.17276976,0.124407925,0.016154418,0.380923,0.014769217,0.29407415,0.03554044,0.020888915,0.026311599,0.23202367,0.027985357,0.34152228,0.37317657,0.0025830062,0.012205072,0.0009132297,0.3071812,0.25596416,0.010612017,0.04437577,0.034856185,0.016184194,0.015622443,0.024929883,0.0033556854,0.017637117,0.017613253,0.005104625,0.011566723,0.18225658,0.050463114,0.462794,0.006357745,0.021535948,0.015878983,0.030127864,0.19644849,0.016858935,0.006712344,0.022259204,0.055599984,0.03708404,0.0070198686,0.041521367,0.02284458,0.036363512,0.0859521,0.0,0.16570532,0.01912903,0.25807965,0.04836385,0.2710938,0.2299839,0.1392756,0.0395871,0.2401802
Person12,0.027782436,0.018304493,0.11360746,0.0004961321,0.0011176082,0.05037442,0.02547857,0.0060239495,0.03956765,0.016294362,0.040547572,0.16329966,0.0006395576,0.10633095,0.04081123,7.8043675e-05,0.0866094,0.0010240225,0.003084035,0.05851656,0.02010437,0.1442033,0.0,0.001280077,0.2051386,0.08317566,0.0032863,0.04177569,0.010890582,0.077461846,0.08512062,0.058311906,0.12529054,0.047007635,0.026440823,0.024311727,0.0061300043,0.13299735,0.0053089224,0.008170146,0.0037779582,0.00354914,0.0021545417,0.115978986,0.1376915,0.0058018984,0.04904348,0.05621325,0.09733946,0.0042436663,0.04859989,0.14395642,0.13595513,0.04108294,0.12579721,0.0016070638,0.08078052,0.0998702,0.0001746887,0.103270635,0.0018571946,0.026142182,0.057557337,0.07227217,0.0761804,0.0016044485,0.039845787,0.003008906,0.029334167,0.02560212,0.033299208,0.0071641486,0.02845317,0.09639619,0.007965768,0.081444666,0.004158565,0.1737885,0.07131878,0.018922409,0.00016820907,0.050659083,0.001215412,0.009546491,0.014302144,0.087734304,0.014556013,0.0062083467,0.0014859347,0.04284047,0.14243238,0.14295144,0.09093678,0.04082909,0.12247082,0.00060399284,0.054722566,0.0997597,0.046398874,0.017424697,0.0009783544,0.026100267,0.009052296,0.075376034,0.12009532,0.12608749,0.16526517,0.00026221632,0.08468682,0.09596132,0.055114068,0.15222381,0.09351257,0.070459224,0.1630074,0.07823272,0.1418213,0.0017540565,0.0,0.0109766815,0.080811314,0.0001096481,0.18049163,0.0014878451,0.009165842,3.778013e-05,0.06016851,0.010913903
Person43,0.07563756,0.02076459,0.06798652,0.0093551995,0.0041942047,0.022146361,0.021447854,0.040282372,0.017341696,0.05074286,0.030379254,0.095210135,0.04156921,0.055718653,0.018833395,0.028857965,0.0492505,0.010152085,0.001567236,0.048223298,0.010331247,0.07484331,0.020049334,0.015919209,0.13149859,0.059811525,0.037813146,0.04740049,0.0086756265,0.044237304,0.05736201,0.04434882,0.057685845,0.026174275,0.021823639,0.016259039,0.057327587,0.07328295,0.024289064,0.0069559454,0.04289501,0.0052528596,0.036380578,0.06598156,0.089112446,0.011982591,0.036613036,0.040867306,0.067544,0.0030181308,0.048059285,0.097976744,0.083671354,0.022897838,0.0667466,0.030706616,0.05046789,0.06585208,0.0005854217,0.05066324,0.01709237,0.03766805,0.025779285,0.044992212,0.045609277,0.0012135443,0.020649947,0.03483837,0.057667065,0.063798174,0.022128444,0.03615883,0.05203034,0.059753556,0.042416237,0.040501803,0.045840196,0.09681925,0.046201207,0.015434291,0.028896533,0.035336323,0.05504804,0.044135217,0.011484157,0.042336095,0.008435874,0.03770215,0.037610132,0.025561137,0.08784724,0.08437128,0.057837304,0.034230072,0.0681059,0.0019951502,0.028663578,0.057725176,0.020774582,0.013609353,0.026755946,0.03742409,0.07536045,0.038183976,0.06525671,0.06328278,0.08772332,0.020198302,0.04735046,0.046814784,0.035831507,0.10730022,0.06514507,0.031907585,0.10125277,0.04801228,0.07914922,0.013049031,0.0,0.039708238,0.05204583,0.022314318,0.11802453,0.023030434,0.04929292,0.014572811,0.05710171,0.045523737
Person31,0.10397675,0.022189934,0.06610811,0.02952014,0.0078898445,0.025356421,0.018538678,0.07339906,0.016471945,0.068787575,0.020266348,0.0963381,0.06807977,0.05448049,0.015466717,0.045135077,0.050590176,0.01925126,0.004089981,0.044730574,0.018830461,0.06534998,0.03524008,0.024043933,0.11354167,0.053494435,0.055698384,0.0494156,0.01849334,0.03639615,0.054084055,0.049570546,0.06706368,0.023147237,0.019544816,0.016136639,0.07955504,0.06270683,0.036197413,0.013731309,0.06132785,0.005263434,0.057374746,0.05841803,0.0865566,0.015374623,0.029031534,0.038345106,0.06534172,0.0048465263,0.055751406,0.08515095,0.0798209,0.023592383,0.057695646,0.056912903,0.048417762,0.066403866,0.00090683723,0.048426345,0.029249776,0.050414458,0.032229602,0.042493206,0.047667127,0.0049806945,0.016890042,0.05694187,0.08547325,0.099652745,0.020978212,0.047138557,0.047239795,0.056736935,0.06808732,0.043067798,0.07295895,0.0930372,0.04267297,0.013469155,0.043926053,0.031262163,0.07732588,0.059098337,0.017770207,0.04646759,0.007892855,0.06160198,0.05730189,0.02227191,0.08313938,0.069121115,0.051788643,0.028035874,0.06071304,0.003587268,0.026710937,0.05378677,0.016613934,0.01206177,0.040830463,0.0454225,0.11532554,0.041265048,0.061600886,0.059451878,0.08146014,0.031752132,0.041213043,0.039297648,0.038914077,0.099212445,0.06912612,0.031799067,0.09552542,0.042424634,0.07559392,0.020992495,0.0,0.05032991,0.04996563,0.033795286,0.10846988,0.038357507,0.0649834,0.022457344,0.057841502,0.07197942
